InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
537372,P1024,Reusable Straws,7,2024-05-05 00:00:00,4.1,12230,United Kingdom
537372,P1010,Scented Candle,7,2024-05-05 00:00:00,7.69,12230,United Kingdom
537372,P1060,Storage Bins (Set),2,2024-05-05 00:00:00,18.87,12230,United Kingdom
537373,P1043,Webcam,5,2024-05-20 00:00:00,37.96,12230,United Kingdom
537374,P1036,Cheese Board,7,2024-08-18 00:00:00,20.29,12230,United Kingdom
537375,P1033,Protein Shaker,5,2024-08-25 00:00:00,8.68,12230,United Kingdom
C537375,P1040,Laptop Sleeve,-7,2024-08-25 00:00:00,18.95,12230,United Kingdom
537375,P1056,Sticky Notes Pack,4,2024-08-25 00:00:00,3.99,12230,United Kingdom
C537375,P1032,Resistance Bands,-6,2024-08-25 00:00:00,12.68,12230,United Kingdom
537376,P1033,Protein Shaker,6,2024-11-03 00:00:00,8.59,12230,United Kingdom
537376,P1006,Yoga Mat,3,2024-11-03 00:00:00,18.9,12230,United Kingdom
537376,P1014,Coffee Grinder,3,2024-11-03 00:00:00,34.2,12230,United Kingdom
537377,P1027,Skincare Kit,1,2024-02-25 00:00:00,37.78,12231,United Kingdom
537377,P1057,Desk Fan,2,2024-02-25 00:00:00,19.97,12231,United Kingdom
537377,P1051,Art Supplies Set,3,2024-02-25 00:00:00,25.37,12231,United Kingdom
537378,P1000,Ceramic Mug,3,2024-06-03 00:00:00,5.93,12231,United Kingdom
537379,P1000,Ceramic Mug,2,2024-07-29 00:00:00,5.92,12231,United Kingdom
C537380,P1055,Pen Set,-2,2024-06-13 00:00:00,11.4,12232,France
537380,P1005,Bluetooth Speaker,1,2024-06-13 00:00:00,33.52,12232,France
537380,P1036,Cheese Board,1,2024-06-13 00:00:00,20.74,12232,France
537381,P1053,Water Color Kit,1,2024-08-28 00:00:00,16.95,12232,France
537381,P1018,Table Clock,4,2024-08-28 00:00:00,18.63,12232,France
537381,P1004,Notebook Set,2,2024-08-28 00:00:00,5.52,12232,France
537382,P1060,Storage Bins (Set),4,2024-09-03 00:00:00,18.57,12232,France
537383,P1035,Wine Glasses (Set),3,2024-10-02 00:00:00,23.68,12232,France
537383,P1027,Skincare Kit,2,2024-10-02 00:00:00,35.22,12232,France
537383,P1034,Cookbook,4,2024-10-02 00:00:00,15.17,12232,France
537384,P1012,Phone Stand,3,2024-02-08 00:00:00,7.47,12233,USA
537385,P1057,Desk Fan,4,2024-03-10 00:00:00,20.29,12233,USA
537385,P1015,Kitchen Scale,2,2024-03-10 00:00:00,15.2,12233,USA
537385,P1000,Ceramic Mug,3,2024-03-10 00:00:00,6.07,12233,USA
537386,P1039,Diffuser,3,2024-06-21 00:00:00,26.69,12233,USA
537387,P1013,Travel Pillow,3,2024-06-25 00:00:00,11.57,12233,USA
537387,P1011,Throw Blanket,4,2024-06-25 00:00:00,28.07,12233,USA
537387,P1053,Water Color Kit,3,2024-06-25 00:00:00,16.7,12233,USA
537387,P1035,Wine Glasses (Set),4,2024-06-25 00:00:00,26.73,12233,USA
537388,P1008,Backpack,1,2024-07-06 00:00:00,43.83,12233,USA
537389,P1041,Desk Mat,1,2024-07-10 00:00:00,14.7,12234,Germany
537389,P1059,Nightlight,1,2024-07-10 00:00:00,10.11,12234,Germany
537389,P1026,Makeup Brush Set,1,2024-07-10 00:00:00,21.21,12234,Germany
537389,P1027,Skincare Kit,1,2024-07-10 00:00:00,35.77,12234,Germany
537389,P1024,Reusable Straws,1,2024-07-10 00:00:00,4.72,12234,Germany
537390,P1058,Humidifier,2,2024-08-29 00:00:00,34.96,12234,Germany
537390,P1047,Earbuds,2,2024-08-29 00:00:00,48.66,12234,Germany
537390,P1027,Skincare Kit,2,2024-08-29 00:00:00,36.92,12234,Germany
537391,P1005,Bluetooth Speaker,2,2024-02-25 00:00:00,30.05,12235,United Kingdom
537391,P1042,Keyboard,5,2024-02-25 00:00:00,56.69,12235,United Kingdom
537391,P1026,Makeup Brush Set,5,2024-02-25 00:00:00,21.01,12235,United Kingdom
537391,P1012,Phone Stand,2,2024-02-25 00:00:00,7.2,12235,United Kingdom
537392,P1001,Leather Wallet,6,2024-03-16 00:00:00,22.15,12235,United Kingdom
537392,P1050,Puzzle 1000pc,5,2024-03-16 00:00:00,14.3,12235,United Kingdom
537392,P1036,Cheese Board,3,2024-03-16 00:00:00,20.03,12235,United Kingdom
537392,P1021,Desk Organizer,6,2024-03-16 00:00:00,16.37,12235,United Kingdom
537392,P1049,Board Game,3,2024-03-16 00:00:00,20.98,12235,United Kingdom
537393,P1011,Throw Blanket,5,2024-03-21 00:00:00,26.66,12235,United Kingdom
537393,P1018,Table Clock,3,2024-03-21 00:00:00,18.2,12235,United Kingdom
537393,P1031,Gym Bag,7,2024-03-21 00:00:00,30.28,12235,United Kingdom
537393,P1019,Photo Frame,4,2024-03-21 00:00:00,9.2,12235,United Kingdom
537393,P1010,Scented Candle,3,2024-03-21 00:00:00,8.2,12235,United Kingdom
537394,P1048,Fitness Tracker,6,2024-04-22 00:00:00,54.83,12235,United Kingdom
537394,P1045,Cable Organizer,3,2024-04-22 00:00:00,6.44,12235,United Kingdom
537394,P1050,Puzzle 1000pc,2,2024-04-22 00:00:00,12.92,12235,United Kingdom
537395,P1040,Laptop Sleeve,6,2024-05-18 00:00:00,18.31,12235,United Kingdom
537395,P1018,Table Clock,6,2024-05-18 00:00:00,19.66,12235,United Kingdom
537395,P1059,Nightlight,4,2024-05-18 00:00:00,9.94,12235,United Kingdom
537396,P1047,Earbuds,3,2024-08-21 00:00:00,44.74,12235,United Kingdom
537396,P1018,Table Clock,3,2024-08-21 00:00:00,19.75,12235,United Kingdom
537396,P1046,Power Bank,2,2024-08-21 00:00:00,24.86,12235,United Kingdom
C537396,P1007,Water Bottle,-2,2024-08-21 00:00:00,8.61,12235,United Kingdom
537397,P1011,Throw Blanket,4,2024-09-02 00:00:00,28.23,12235,United Kingdom
537397,P1018,Table Clock,5,2024-09-02 00:00:00,17.62,12235,United Kingdom
537398,P1011,Throw Blanket,6,2024-09-12 00:00:00,26.44,12235,United Kingdom
537399,P1042,Keyboard,7,2024-10-30 00:00:00,51.73,12235,United Kingdom
537400,P1005,Bluetooth Speaker,2,2024-07-31 00:00:00,33.35,12236,Germany
537400,P1038,Wall Clock,1,2024-07-31 00:00:00,21.79,12236,Germany
537400,P1027,Skincare Kit,1,2024-07-31 00:00:00,34.81,12236,Germany
537401,P1050,Puzzle 1000pc,1,2024-11-05 00:00:00,14.5,12237,United Kingdom
537401,P1000,Ceramic Mug,2,2024-11-05 00:00:00,5.91,12237,United Kingdom
537401,P1042,Keyboard,2,2024-11-05 00:00:00,52.39,12237,United Kingdom
537402,P1048,Fitness Tracker,1,2024-07-02 00:00:00,60.38,12238,France
C537402,P1008,Backpack,-1,2024-07-02 00:00:00,41.62,12238,France
537402,P1009,Sunglasses,3,2024-07-02 00:00:00,22.74,12238,France
537403,P1012,Phone Stand,1,2024-07-20 00:00:00,7.83,12238,France
537403,P1052,Kids Backpack,3,2024-07-20 00:00:00,21.53,12238,France
537403,P1007,Water Bottle,2,2024-07-20 00:00:00,9.34,12238,France
537404,P1013,Travel Pillow,3,2024-09-25 00:00:00,12.32,12238,France
537404,P1048,Fitness Tracker,1,2024-09-25 00:00:00,55.67,12238,France
537404,P1032,Resistance Bands,1,2024-09-25 00:00:00,11.67,12238,France
537404,P1057,Desk Fan,1,2024-09-25 00:00:00,21.54,12238,France
537404,P1008,Backpack,3,2024-09-25 00:00:00,47.02,12238,France
537405,P1024,Reusable Straws,3,2024-10-27 00:00:00,4.65,12238,France
537405,P1046,Power Bank,4,2024-10-27 00:00:00,24.8,12238,France
537406,P1011,Throw Blanket,3,2024-11-05 00:00:00,27.89,12238,France
537407,P1009,Sunglasses,2,2024-06-24 00:00:00,20.06,12239,Netherlands
537407,P1002,Wireless Mouse,2,2024-06-24 00:00:00,14.47,12239,Netherlands
537407,P1010,Scented Candle,1,2024-06-24 00:00:00,7.54,12239,Netherlands
537407,P1046,Power Bank,2,2024-06-24 00:00:00,23.11,12239,Netherlands
537408,P1046,Power Bank,10,2024-01-07 00:00:00,23.2,12240,United Kingdom
537408,P1032,Resistance Bands,6,2024-01-07 00:00:00,12.56,12240,United Kingdom
537408,P1056,Sticky Notes Pack,11,2024-01-07 00:00:00,3.63,12240,United Kingdom
537409,P1057,Desk Fan,11,2024-02-24 00:00:00,19.2,12240,United Kingdom
537409,P1051,Art Supplies Set,4,2024-02-24 00:00:00,26.2,12240,United Kingdom
537409,P1010,Scented Candle,8,2024-02-24 00:00:00,8.35,12240,United Kingdom
537410,P1025,Hair Dryer,3,2024-03-15 00:00:00,26.86,12240,United Kingdom
537410,P1042,Keyboard,5,2024-03-15 00:00:00,55.41,12240,United Kingdom
537410,P1023,Wall Art Print,8,2024-03-15 00:00:00,20.31,12240,United Kingdom
537410,P1005,Bluetooth Speaker,6,2024-03-15 00:00:00,33.29,12240,United Kingdom
537410,P1054,Journal,3,2024-03-15 00:00:00,8.29,12240,United Kingdom
537411,P1028,Perfume,8,2024-04-06 00:00:00,43.36,12240,United Kingdom
537411,P1039,Diffuser,7,2024-04-06 00:00:00,28.29,12240,United Kingdom
537411,P1025,Hair Dryer,11,2024-04-06 00:00:00,26.32,12240,United Kingdom
537411,P1011,Throw Blanket,8,2024-04-06 00:00:00,28.08,12240,United Kingdom
537411,P1036,Cheese Board,3,2024-04-06 00:00:00,20.91,12240,United Kingdom
537412,P1008,Backpack,8,2024-05-12 00:00:00,42.96,12240,United Kingdom
537413,P1053,Water Color Kit,6,2024-06-10 00:00:00,15.99,12240,United Kingdom
537413,P1050,Puzzle 1000pc,11,2024-06-10 00:00:00,12.68,12240,United Kingdom
537414,P1041,Desk Mat,4,2024-06-22 00:00:00,13.44,12240,United Kingdom
537414,P1049,Board Game,10,2024-06-22 00:00:00,19.18,12240,United Kingdom
537415,P1012,Phone Stand,8,2024-07-13 00:00:00,7.18,12240,United Kingdom
537415,P1037,String Lights,5,2024-07-13 00:00:00,13.76,12240,United Kingdom
537416,P1056,Sticky Notes Pack,8,2024-08-04 00:00:00,4.06,12240,United Kingdom
537417,P1005,Bluetooth Speaker,6,2024-12-20 00:00:00,29.65,12240,United Kingdom
537417,P1060,Storage Bins (Set),10,2024-12-20 00:00:00,17.13,12240,United Kingdom
537418,P1035,Wine Glasses (Set),9,2024-02-29 00:00:00,24.62,12241,Spain
537418,P1036,Cheese Board,7,2024-02-29 00:00:00,21.35,12241,Spain
537418,P1044,Monitor Stand,8,2024-02-29 00:00:00,34.49,12241,Spain
537418,P1001,Leather Wallet,6,2024-02-29 00:00:00,24.05,12241,Spain
C537418,P1043,Webcam,-3,2024-02-29 00:00:00,39.44,12241,Spain
537419,P1038,Wall Clock,8,2024-03-05 00:00:00,24.85,12241,Spain
537419,P1014,Coffee Grinder,8,2024-03-05 00:00:00,34.83,12241,Spain
537419,P1045,Cable Organizer,8,2024-03-05 00:00:00,5.85,12241,Spain
537419,P1005,Bluetooth Speaker,11,2024-03-05 00:00:00,29.2,12241,Spain
537419,P1007,Water Bottle,8,2024-03-05 00:00:00,9.2,12241,Spain
537420,P1023,Wall Art Print,7,2024-04-18 00:00:00,19.63,12241,Spain
537420,P1010,Scented Candle,8,2024-04-18 00:00:00,7.96,12241,Spain
537421,P1038,Wall Clock,6,2024-08-07 00:00:00,22.05,12241,Spain
537421,P1007,Water Bottle,8,2024-08-07 00:00:00,9.06,12241,Spain
537421,P1022,Cushion Cover,7,2024-08-07 00:00:00,10.37,12241,Spain
537421,P1041,Desk Mat,5,2024-08-07 00:00:00,14.26,12241,Spain
537421,P1039,Diffuser,7,2024-08-07 00:00:00,30.01,12241,Spain
537422,P1035,Wine Glasses (Set),11,2024-08-12 00:00:00,27.02,12241,Spain
537422,P1024,Reusable Straws,8,2024-08-12 00:00:00,4.17,12241,Spain
537422,P1000,Ceramic Mug,9,2024-08-12 00:00:00,5.86,12241,Spain
537423,P1057,Desk Fan,11,2024-09-30 00:00:00,20.72,12241,Spain
537424,P1045,Cable Organizer,10,2024-12-17 00:00:00,6.6,12241,Spain
537424,P1033,Protein Shaker,10,2024-12-17 00:00:00,7.94,12241,Spain
537424,P1006,Yoga Mat,8,2024-12-17 00:00:00,19.68,12241,Spain
537425,P1027,Skincare Kit,3,2024-01-13 00:00:00,34.95,12242,United Kingdom
537425,P1036,Cheese Board,6,2024-01-13 00:00:00,22.65,12242,United Kingdom
537425,P1030,Running Socks,9,2024-01-13 00:00:00,5.5,12242,United Kingdom
537426,P1006,Yoga Mat,3,2024-01-18 00:00:00,20.94,12242,United Kingdom
537426,P1058,Humidifier,9,2024-01-18 00:00:00,33.79,12242,United Kingdom
537427,P1021,Desk Organizer,9,2024-01-23 00:00:00,16.17,12242,United Kingdom
537428,P1006,Yoga Mat,10,2024-02-09 00:00:00,18.84,12242,United Kingdom
537429,P1032,Resistance Bands,7,2024-02-19 00:00:00,13.04,12242,United Kingdom
537430,P1060,Storage Bins (Set),5,2024-03-07 00:00:00,19.91,12242,United Kingdom
537430,P1020,Plant Pot,11,2024-03-07 00:00:00,13.43,12242,United Kingdom
537430,P1006,Yoga Mat,11,2024-03-07 00:00:00,19.23,12242,United Kingdom
537431,P1046,Power Bank,11,2024-04-22 00:00:00,25.74,12242,United Kingdom
537431,P1036,Cheese Board,8,2024-04-22 00:00:00,23.04,12242,United Kingdom
537431,P1057,Desk Fan,5,2024-04-22 00:00:00,21.56,12242,United Kingdom
537431,P1030,Running Socks,8,2024-04-22 00:00:00,5.94,12242,United Kingdom
537432,P1051,Art Supplies Set,4,2024-06-26 00:00:00,28.16,12242,United Kingdom
537433,P1060,Storage Bins (Set),5,2024-09-29 00:00:00,18.25,12242,United Kingdom
537434,P1014,Coffee Grinder,3,2024-10-25 00:00:00,31.5,12242,United Kingdom
537434,P1007,Water Bottle,9,2024-10-25 00:00:00,9.11,12242,United Kingdom
537434,P1041,Desk Mat,10,2024-10-25 00:00:00,13.83,12242,United Kingdom
537435,P1029,Leather Belt,9,2024-10-26 00:00:00,18.09,12242,United Kingdom
537435,P1054,Journal,3,2024-10-26 00:00:00,9.34,12242,United Kingdom
537435,P1003,Desk Lamp,5,2024-10-26 00:00:00,17.09,12242,United Kingdom
537435,P1045,Cable Organizer,4,2024-10-26 00:00:00,6.02,12242,United Kingdom
537436,P1004,Notebook Set,5,2024-11-10 00:00:00,5.1,12242,United Kingdom
537437,P1053,Water Color Kit,6,2024-11-26 00:00:00,15.25,12242,United Kingdom
537437,P1028,Perfume,3,2024-11-26 00:00:00,43.97,12242,United Kingdom
537437,P1024,Reusable Straws,11,2024-11-26 00:00:00,4.68,12242,United Kingdom
537438,P1049,Board Game,8,2024-11-27 00:00:00,20.51,12242,United Kingdom
537438,P1051,Art Supplies Set,3,2024-11-27 00:00:00,25.26,12242,United Kingdom
537438,P1022,Cushion Cover,5,2024-11-27 00:00:00,10.06,12242,United Kingdom
537438,P1010,Scented Candle,6,2024-11-27 00:00:00,7.57,12242,United Kingdom
537439,P1011,Throw Blanket,2,2024-04-28 00:00:00,27.93,12243,India
537439,P1058,Humidifier,4,2024-04-28 00:00:00,35.56,12243,India
537440,P1021,Desk Organizer,1,2024-04-30 00:00:00,16.74,12243,India
537440,P1058,Humidifier,3,2024-04-30 00:00:00,34.63,12243,India
537441,P1024,Reusable Straws,3,2024-05-15 00:00:00,4.4,12243,India
537441,P1021,Desk Organizer,4,2024-05-15 00:00:00,16.38,12243,India
537441,P1030,Running Socks,4,2024-05-15 00:00:00,5.52,12243,India
537441,P1023,Wall Art Print,2,2024-05-15 00:00:00,21.75,12243,India
537442,P1054,Journal,2,2024-05-31 00:00:00,8.15,12243,India
537442,P1033,Protein Shaker,3,2024-05-31 00:00:00,8.81,12243,India
537442,P1024,Reusable Straws,3,2024-05-31 00:00:00,4.23,12243,India
537442,P1022,Cushion Cover,4,2024-05-31 00:00:00,9.36,12243,India
537442,P1013,Travel Pillow,1,2024-05-31 00:00:00,10.93,12243,India
537443,P1046,Power Bank,1,2024-07-12 00:00:00,24.98,12243,India
537443,P1016,Cutting Board,2,2024-07-12 00:00:00,14.57,12243,India
537443,P1023,Wall Art Print,3,2024-07-12 00:00:00,20.36,12243,India
537443,P1043,Webcam,1,2024-07-12 00:00:00,38.82,12243,India
537443,P1049,Board Game,4,2024-07-12 00:00:00,19.53,12243,India
537444,P1044,Monitor Stand,4,2024-08-13 00:00:00,34.11,12243,India
537444,P1002,Wireless Mouse,2,2024-08-13 00:00:00,14.75,12243,India
537445,P1043,Webcam,1,2024-08-21 00:00:00,39.75,12243,India
537445,P1011,Throw Blanket,2,2024-08-21 00:00:00,26.53,12243,India
537445,P1053,Water Color Kit,2,2024-08-21 00:00:00,15.43,12243,India
537446,P1010,Scented Candle,1,2024-07-17 00:00:00,7.72,12244,United Kingdom
537446,P1024,Reusable Straws,1,2024-07-17 00:00:00,4.32,12244,United Kingdom
537446,P1056,Sticky Notes Pack,1,2024-07-17 00:00:00,3.75,12244,United Kingdom
537446,P1033,Protein Shaker,1,2024-07-17 00:00:00,7.9,12244,United Kingdom
537447,P1005,Bluetooth Speaker,4,2024-01-24 00:00:00,33.09,12245,India
537447,P1051,Art Supplies Set,11,2024-01-24 00:00:00,24.93,12245,India
537447,P1044,Monitor Stand,8,2024-01-24 00:00:00,34.52,12245,India
C537447,P1057,Desk Fan,-5,2024-01-24 00:00:00,19.86,12245,India
537447,P1027,Skincare Kit,5,2024-01-24 00:00:00,37.19,12245,India
537448,P1032,Resistance Bands,10,2024-06-11 00:00:00,11.44,12245,India
537448,P1010,Scented Candle,9,2024-06-11 00:00:00,7.8,12245,India
537448,P1038,Wall Clock,4,2024-06-11 00:00:00,22.92,12245,India
537448,P1037,String Lights,11,2024-06-11 00:00:00,12.63,12245,India
537448,P1009,Sunglasses,6,2024-06-11 00:00:00,22.09,12245,India
537449,P1039,Diffuser,8,2024-07-15 00:00:00,29.1,12245,India
537449,P1028,Perfume,8,2024-07-15 00:00:00,39.96,12245,India
537450,P1001,Leather Wallet,11,2024-08-23 00:00:00,21.87,12245,India
537450,P1014,Coffee Grinder,10,2024-08-23 00:00:00,32.87,12245,India
537450,P1003,Desk Lamp,9,2024-08-23 00:00:00,17.52,12245,India
537450,P1019,Photo Frame,4,2024-08-23 00:00:00,9.22,12245,India
537450,P1055,Pen Set,9,2024-08-23 00:00:00,12.01,12245,India
537451,P1010,Scented Candle,5,2024-09-22 00:00:00,7.41,12245,India
537452,P1042,Keyboard,7,2024-10-16 00:00:00,52.04,12245,India
537452,P1051,Art Supplies Set,5,2024-10-16 00:00:00,28.6,12245,India
537452,P1004,Notebook Set,9,2024-10-16 00:00:00,5.24,12245,India
537452,P1011,Throw Blanket,6,2024-10-16 00:00:00,25.59,12245,India
537453,P1028,Perfume,1,2024-05-18 00:00:00,41.59,12246,United Kingdom
537453,P1005,Bluetooth Speaker,3,2024-05-18 00:00:00,33.37,12246,United Kingdom
537453,P1033,Protein Shaker,1,2024-05-18 00:00:00,8.75,12246,United Kingdom
537453,P1038,Wall Clock,1,2024-05-18 00:00:00,22.0,12246,United Kingdom
537453,P1016,Cutting Board,4,2024-05-18 00:00:00,13.87,12246,United Kingdom
537454,P1059,Nightlight,1,2024-05-20 00:00:00,10.48,12246,United Kingdom
537454,P1029,Leather Belt,1,2024-05-20 00:00:00,19.06,12246,United Kingdom
537455,P1018,Table Clock,2,2024-10-12 00:00:00,18.3,12246,United Kingdom
537455,P1008,Backpack,3,2024-10-12 00:00:00,42.19,12246,United Kingdom
537455,P1051,Art Supplies Set,3,2024-10-12 00:00:00,27.71,12246,United Kingdom
C537455,P1032,Resistance Bands,-4,2024-10-12 00:00:00,12.25,12246,United Kingdom
537455,P1024,Reusable Straws,2,2024-10-12 00:00:00,4.17,12246,United Kingdom
537456,P1031,Gym Bag,2,2024-11-25 00:00:00,28.83,12246,United Kingdom
537456,P1010,Scented Candle,2,2024-11-25 00:00:00,7.24,12246,United Kingdom
537456,P1004,Notebook Set,3,2024-11-25 00:00:00,5.6,12246,United Kingdom
537456,P1040,Laptop Sleeve,2,2024-11-25 00:00:00,18.1,12246,United Kingdom
537457,P1053,Water Color Kit,6,2024-02-15 00:00:00,14.95,12247,India
537457,P1010,Scented Candle,3,2024-02-15 00:00:00,7.56,12247,India
537457,P1056,Sticky Notes Pack,6,2024-02-15 00:00:00,4.09,12247,India
537458,P1002,Wireless Mouse,3,2024-03-18 00:00:00,15.25,12247,India
537458,P1044,Monitor Stand,10,2024-03-18 00:00:00,33.42,12247,India
537458,P1013,Travel Pillow,4,2024-03-18 00:00:00,12.43,12247,India
537459,P1028,Perfume,11,2024-03-30 00:00:00,41.73,12247,India
537460,P1058,Humidifier,8,2024-04-20 00:00:00,32.57,12247,India
537460,P1000,Ceramic Mug,10,2024-04-20 00:00:00,5.94,12247,India
537461,P1020,Plant Pot,8,2024-04-26 00:00:00,13.43,12247,India
537461,P1060,Storage Bins (Set),10,2024-04-26 00:00:00,18.02,12247,India
537461,P1053,Water Color Kit,3,2024-04-26 00:00:00,15.54,12247,India
537461,P1002,Wireless Mouse,11,2024-04-26 00:00:00,14.22,12247,India
537462,P1032,Resistance Bands,10,2024-05-23 00:00:00,11.35,12247,India
537462,P1008,Backpack,4,2024-05-23 00:00:00,43.31,12247,India
537462,P1050,Puzzle 1000pc,9,2024-05-23 00:00:00,13.75,12247,India
537462,P1047,Earbuds,9,2024-05-23 00:00:00,48.5,12247,India
537463,P1022,Cushion Cover,5,2024-06-01 00:00:00,9.08,12247,India
537463,P1041,Desk Mat,5,2024-06-01 00:00:00,13.74,12247,India
537463,P1052,Kids Backpack,4,2024-06-01 00:00:00,22.63,12247,India
537463,P1037,String Lights,6,2024-06-01 00:00:00,12.8,12247,India
537463,P1039,Diffuser,10,2024-06-01 00:00:00,29.08,12247,India
537464,P1042,Keyboard,8,2024-08-03 00:00:00,49.61,12247,India
537465,P1043,Webcam,6,2024-08-25 00:00:00,40.5,12247,India
537465,P1002,Wireless Mouse,11,2024-08-25 00:00:00,15.97,12247,India
537465,P1000,Ceramic Mug,7,2024-08-25 00:00:00,6.46,12247,India
537465,P1033,Protein Shaker,9,2024-08-25 00:00:00,7.93,12247,India
537465,P1013,Travel Pillow,3,2024-08-25 00:00:00,11.18,12247,India
537466,P1042,Keyboard,9,2024-11-26 00:00:00,56.47,12247,India
537466,P1024,Reusable Straws,4,2024-11-26 00:00:00,4.37,12247,India
537466,P1033,Protein Shaker,6,2024-11-26 00:00:00,7.67,12247,India
537467,P1026,Makeup Brush Set,4,2024-12-10 00:00:00,23.95,12247,India
537467,P1018,Table Clock,7,2024-12-10 00:00:00,20.27,12247,India
537468,P1051,Art Supplies Set,9,2024-12-16 00:00:00,28.54,12247,India
537469,P1019,Photo Frame,5,2024-04-03 00:00:00,8.64,12248,United Kingdom
537469,P1017,Umbrella,4,2024-04-03 00:00:00,11.49,12248,United Kingdom
537469,P1043,Webcam,7,2024-04-03 00:00:00,41.49,12248,United Kingdom
537469,P1009,Sunglasses,7,2024-04-03 00:00:00,19.82,12248,United Kingdom
537469,P1060,Storage Bins (Set),8,2024-04-03 00:00:00,18.42,12248,United Kingdom
537470,P1021,Desk Organizer,8,2024-05-05 00:00:00,16.6,12248,United Kingdom
537471,P1013,Travel Pillow,8,2024-08-07 00:00:00,12.11,12248,United Kingdom
537471,P1057,Desk Fan,3,2024-08-07 00:00:00,19.78,12248,United Kingdom
537471,P1045,Cable Organizer,4,2024-08-07 00:00:00,6.29,12248,United Kingdom
537472,P1018,Table Clock,7,2024-10-01 00:00:00,20.13,12248,United Kingdom
537472,P1009,Sunglasses,10,2024-10-01 00:00:00,22.58,12248,United Kingdom
537473,P1018,Table Clock,4,2024-10-26 00:00:00,19.2,12248,United Kingdom
537474,P1020,Plant Pot,7,2024-11-28 00:00:00,13.14,12248,United Kingdom
537474,P1026,Makeup Brush Set,8,2024-11-28 00:00:00,23.35,12248,United Kingdom
C537474,P1003,Desk Lamp,-9,2024-11-28 00:00:00,16.24,12248,United Kingdom
537474,P1023,Wall Art Print,10,2024-11-28 00:00:00,20.88,12248,United Kingdom
537475,P1028,Perfume,8,2024-11-29 00:00:00,40.15,12248,United Kingdom
537475,P1027,Skincare Kit,5,2024-11-29 00:00:00,35.18,12248,United Kingdom
537475,P1059,Nightlight,10,2024-11-29 00:00:00,10.35,12248,United Kingdom
537475,P1048,Fitness Tracker,8,2024-11-29 00:00:00,58.97,12248,United Kingdom
537476,P1007,Water Bottle,5,2024-12-14 00:00:00,8.32,12248,United Kingdom
537476,P1020,Plant Pot,4,2024-12-14 00:00:00,13.44,12248,United Kingdom
537476,P1006,Yoga Mat,10,2024-12-14 00:00:00,20.2,12248,United Kingdom
537476,P1044,Monitor Stand,10,2024-12-14 00:00:00,30.06,12248,United Kingdom
537476,P1038,Wall Clock,9,2024-12-14 00:00:00,22.84,12248,United Kingdom
537477,P1045,Cable Organizer,5,2024-01-02 00:00:00,6.19,12249,United Kingdom
537477,P1002,Wireless Mouse,2,2024-01-02 00:00:00,15.6,12249,United Kingdom
537477,P1046,Power Bank,3,2024-01-02 00:00:00,23.33,12249,United Kingdom
537478,P1041,Desk Mat,5,2024-01-26 00:00:00,13.91,12249,United Kingdom
537478,P1054,Journal,2,2024-01-26 00:00:00,8.59,12249,United Kingdom
537478,P1008,Backpack,6,2024-01-26 00:00:00,46.76,12249,United Kingdom
537479,P1007,Water Bottle,3,2024-01-31 00:00:00,9.34,12249,United Kingdom
537479,P1037,String Lights,5,2024-01-31 00:00:00,13.98,12249,United Kingdom
537479,P1014,Coffee Grinder,5,2024-01-31 00:00:00,32.89,12249,United Kingdom
537479,P1046,Power Bank,2,2024-01-31 00:00:00,23.46,12249,United Kingdom
537479,P1023,Wall Art Print,7,2024-01-31 00:00:00,21.41,12249,United Kingdom
537480,P1060,Storage Bins (Set),4,2024-04-11 00:00:00,18.55,12249,United Kingdom
537481,P1041,Desk Mat,3,2024-05-29 00:00:00,14.2,12249,United Kingdom
537481,P1012,Phone Stand,6,2024-05-29 00:00:00,7.85,12249,United Kingdom
537481,P1044,Monitor Stand,4,2024-05-29 00:00:00,33.51,12249,United Kingdom
537481,P1002,Wireless Mouse,7,2024-05-29 00:00:00,15.68,12249,United Kingdom
537482,P1034,Cookbook,2,2024-08-07 00:00:00,14.86,12249,United Kingdom
537482,P1010,Scented Candle,5,2024-08-07 00:00:00,7.47,12249,United Kingdom
537483,P1013,Travel Pillow,7,2024-10-07 00:00:00,12.09,12249,United Kingdom
537483,P1002,Wireless Mouse,3,2024-10-07 00:00:00,16.09,12249,United Kingdom
537484,P1041,Desk Mat,2,2024-10-31 00:00:00,13.11,12249,United Kingdom
537484,P1016,Cutting Board,4,2024-10-31 00:00:00,13.92,12249,United Kingdom
537484,P1014,Coffee Grinder,4,2024-10-31 00:00:00,33.31,12249,United Kingdom
537484,P1030,Running Socks,7,2024-10-31 00:00:00,5.62,12249,United Kingdom
537485,P1047,Earbuds,3,2024-11-26 00:00:00,44.93,12249,United Kingdom
537485,P1038,Wall Clock,6,2024-11-26 00:00:00,24.45,12249,United Kingdom
537485,P1020,Plant Pot,5,2024-11-26 00:00:00,13.01,12249,United Kingdom
537486,P1038,Wall Clock,2,2024-05-04 00:00:00,21.72,12250,United Kingdom
537486,P1004,Notebook Set,2,2024-05-04 00:00:00,5.7,12250,United Kingdom
537486,P1026,Makeup Brush Set,2,2024-05-04 00:00:00,22.4,12250,United Kingdom
537486,P1047,Earbuds,2,2024-05-04 00:00:00,47.18,12250,United Kingdom
537487,P1060,Storage Bins (Set),1,2024-06-10 00:00:00,17.41,12250,United Kingdom
